@relation 'C__Users_GHANSHYAM_Desktop_Project_reviews Segregated-weka.filters.unsupervised.attribute.Remove-R2'

@attribute text string
@attribute @@class@@ {neg,pos}

@data
'Here comes the best part about Rizvi College of Engineering. You can come and go any time you want to, you are your own \"marzi ka malik\". Some teachers do threaten about attendance but that is just a formality. Years pass on and attendance keeps on falling. It\'s no big deal in Rizvi rather it turns out to be a plus point for students who want to study on their own. You can just come for practicals and study at home for the remaining time. So many students score out here. Imagine going to college right from 9am to 5pm and then rest of the evening being spent completing assignments. You can\'t even think of studying under such circumstances. Life is simple at Rizvi. ',pos
'Although the college has had difficulties in attracting guest lecturers, students are quite happy with the permanent faculty currently teaching there. The professors are qualified and knowledgeable, and are also quite helpful if students need any. ',pos
'Although Rohidas Patil Institute of Management is in the same complex as Shankar Narayan College of Commerce, the infrastructure varies significantly. All classrooms here are air-conditioned, and they have excellent computer labs and a nice library as well. There is wifi connectivity in the entire MBA section. ',pos
'Rohidas Patil Institute of Management Studies isn’t too far from Bhayandar railway station, and most students choose to take the 20 minute walk to college, because it’s always easy to find agreeable company. However, for those who are perpetually running late, share-rickshaws can get you there in about 5 minutes for just Rs.5 per head. ',pos
'Since the management branch is relatively new, not much can be said about the placements. But the college does try its best to get as high a percentage of placements as possible, with the average salary said to be about Rs.3 lakh per year. Amul, HDFC and Axis Bank are some of the companies that recently visited the campus. ',pos
'Students do not hold too many grudges against their faculty. They are fond of their teachers and seem happy and satisfied with the teaching. Visiting faculty and guest lecturers are fantastic too. ',pos
'Placements, in turn, are appreciable. The college easily manages to place over 90\% of the students with packages ranging between Rs. 4 lakh to Rs. 6 lakh per year. The pay package offered to PGDM Pharmaceutical Management and Biotechnology Management students is a little lesser. ',pos
'Placement is just great for Marketing,close to 100\% and very good for Finance and HR though you\'ll find mostly girls opting for HR. ',pos
' “It is a paradise for management studies” says an extremely happy student here. Not THAT great, we would say, when compared to other top B-Schools all over the country. But, undoubtedly, a great option for those looking to stay in Mumbai. It could be preferred amongst the top 10 management colleges in Mumbai. ',pos
'The faculty is excellent in teaching for both PGDM and MMS and always ready to help and approachable.The professors here are very knowledgeable with close to 20-30 years experience and visiting faculty also come from time to time. ',pos
'attendance is must.Above 75\%.Overall a great college.I\'m pretty happy that I landed up here. ',pos
'SIES College of Management Studies (SIESCOMS) is a comfortable 7 minute and 15-rupee rickshaw ride from Nerul Railway Station (Harbour Line) in Navi Mumbai. Additionally the fifteen rupees will most probably get split amongst 3 as you’re bound to someone heading to either your college or the one next to it – DY Patil. Although a gentle walk to the college is also an option, there are hardly any takers. ',pos
'Campus is great and the Canteen serves good food. ',pos
'Crowd is a mix of girls and boys equally and people from all backgrounds ',pos
'Relatively good canteen with more-than-edible food. Misal pav is an all-time favourite. ',pos
'college in rainy season just seems like a picnic spot. The greenary and waterfall is just awesome, just like lonavala. A totally peaceful place to study. ',pos
'Good looking girls in the college. Trust Me! ;-) ',pos
'The crowd at Saraswati College of Engineering (SCoE) is decent, quite cosmopolitan. Very enthusiastic and love to participate actively in festivals of their own college as well as other colleges. ',pos
'believe me this collegeeg will allote 95\% placement in next three years ',pos
'faculty are very nice, friendly, helpful ',pos
'Place of college is too good.It\'s place just to do study, no other things can be done so mostly students are not bunking the lectures and if they bunk then directly go to home. Waterfall is there, but old students are not bunking there lectures for that. Too good place to do your study..... ',pos
'The canteen\'s food quality is good. ',pos
'The faculty at Sardar Patel Institute of Technology is pretty good. They have enough knowledge about the subject to teach and clear your doubts, if any. Not very strict. Students from the reservation backgorund find the teachers extremely helpful as apart from academics, they do help in solving their personal problems. ',pos
'Being one of the top rated colleges in Mumbai, SPIT has a very studious crowd. Definitely you will meet many nerds and geeks. A bunch of cream crowd can also be expected followed by students from the reserved category. Eventhough it is located in the western suburbs and has a \'not-so-accessible\' location, students from every possible nook and corner of the city are seen here. Good fun loving life. \"Khao, Piyo, aur Aish Karo\", quotes a student. ',pos
'space festival s thebest......agnee band s cuming this year...!!!!the industrial visit is theplus point of college,n placement is decent. ',pos
'Excellent records and scores over most colleges. It is one of the oldest colleges in Mumbai and hence has a fantastic name and a legacy attached to it. Round about 50\%-60\% of the students apply for placements, while the rest go for higher studies. Over 100\% placement record, with many students getting multiple job offers. Students from Sardar Patel Institute of Technology (SPIT) are placed into companies like Infosys, Accenture, Wipro, Tech Mahindra and so on. Average salary is around Rs. 4 lakh p.a. A number of companies offering really fat salaries are also part of the campus recruitment. ',pos
'Excellent academics and fantastic placements gives Sardar Patel Institute of Technology an upper edge over most engineering colleges in Mumbai. The crowd is a let down but it\'s definitely one of the top 5 priority list of a student. A must join. ',pos
'Hostels are good & kept clean regularly.. Mess is also good because it\'s only closed on Saturday evening ',pos
'Sardar Patel Institute of Technology (SPIT) has one of the largest campus amongst the engineering colleges in Mumbai of which SPCE is also a part besides Bhavan\'s college and one of the most sought-after B-School in the country SP Jain Institute of Mgmt & Research (SPJIMR). SPITs building is well furnished and the infrastructural facilities are top notch. Lack of ACs might pull it down a bit but the natural environment is a plus point. Overall pretty decent infrastructure. Classrooms are good and washrooms are very much decent as compared to SPCE. Library is very much equipped with truckload of books.The campus also has a hostel facility considering it hosts two engineering, one management and a degree college respectively. ',pos
'Not too strict about attendance (big plus point! ',pos
'The canteen is pretty big as compared to other colleges, but with 7 branches (SPCE and SPIT combined), it seems a little small. The menu is good ranging from punjabi to chinese to Indian to South Indian. There is a sandwich counter as well. The menu is decently priced. Apart from the canteen, great snacks are available right outside the campus and franky, boy!.. that\'s a hot favourite among the students. ',pos
'Moderate faculty with a dominance of junior professors, which is the case in most new colleges. Only the HoD’s are well learned, knowledgeable and experienced. Good part about faculty is that they are all friendly & co-operative. ',pos
'The college is newly established and the infrastructure is still under construction. However, the required equipment are available and practicals are not hampered. Library also well-stocked with required books. The campus is huge but lacks proper playground. ',pos
'This is one of the few things students say Shah and Anchor Kutchhi Engineering College (SAKEC) is good at. The math faculty is brilliant. The other faculties too are decent (at least in the first year, after that it doesn\'t really matter because you get immune to such things). The electronics faculty is quite good throughout. The Computers faculty is average; so is the IT department. Students say some teachers can make life pretty difficult, but that’s always there. ',pos
'The college is awesome. It is good for studies with good interior and a decent level of discipline ',pos
'HOD’s are highly qualified and have a thorough knowledge of the subjects. The major cause of worry are the temporary staff, who are fresher and trying their hand at teaching. Most of the lecturers are just BE pass-outs and are doing their masters now. Internal marks depend upon your conduct and your rapport with the teachers. Most of the faculties teach in Hindi, Marathi and English. So vernacular medium students have no complains. ',pos
'In Shivajirao Jonndhale College of engineering, attendance is not that big an issue. But it depends solely upon Principal’s & HOD’s mood. Temporary teachers are not that strict about attendance. If you appear in defaulter list, they ask for a letter from your Parents. In extreme cases parent are called to the college to meet HOD. ',pos
'attendance doesn\'t matter at all, just complete your assignments on time and you\'re done! ',pos
'SIES has good faculty. Students understand what they are taught.Very helpful as well (except some teachers). The faculty in a short span has raised the academic level of the college to be a leader among the similar institutions in Navi Mumbai and is about to catch up with the most leading engineering colleges of the University of Mumbai. ',pos
'canteen is maintained very well with an extra floor for more convince. ',pos
'A mix of crowd (majority is South Indian, but doesn’t matter).You’ll find both kinds of people here fun-loving and books-crazy. A very energetic crowd makes the college environment vibrant and active. ',pos
'L&T InfoTech, Mumbai, Hexaware Technologies Mumbai, Infosys Technologies, Accenture, NSE IT, Wipro Technologies, Bangalore, Tech Mahindra Ltd., Mahindra British Telecom, Pune and many more.Minimum Salary offered 1,20,000 p.a.Maximum Salary offered 3,50,000 p.a.Average Salary offered 2,25,000 p.a. ',pos
'Overall, a decent college with the only disadvantage for Mumbaikars being its location. A good one though for those who stay close from there or those who don\'t mind traveling. ',pos
'Since SIES Graduate School of Technology/SIES College of Engineering has recently opened(2002), the infrastructure is decent. Unlike many other engineering colleges, labs are excellent. The campus is also very clean and well maintained. ',pos
'superb location and respectable office staff ',pos
'SIES has a good canteen. Enough room and nice food. The South Indian is (obviously) really good, but even the \'lunch\' is quite tasty.The downside of the canteen is that it’s common for all the other coursers like MBA, BSc, Commerce, 11th and 12th. ',pos
'Many teachers are well-qualified and experienced at Smt. Indira Gandhi College of Engineering (SIGCE). They usually don’t fail students in oral examinations and internal assessment and thus they continue to remain in the good books of the students. Overall, faculty is average. ',pos
'attendence is the best part of this college ',pos
'The canteen of Smt. Indira Gandhi College of Engineering (SIGCE) is not spacious and it becomes suffocating during breaks. But apart from that, it is hygienic and the food is cheap and edible. ',pos
'they missed 1 good hangout place - there is a river which flows behiand the college. It is very clean and students can come here to have fun picnic-style ! ',pos
'crowd is too good! ',pos
'festivals are as rocking as it can get! ',pos
'SFIMAR, as fondly called by the students, is a three storey white colour building. Even though the campus is small, it’s excellently maintained; thanks to the beautiful green garden. The classrooms are air conditioned with single seater bench. Projectors are available for every class. Wifi connectivity is good and students rarely complain about anything related to infrastructure. Library is filled with books of marketing, finance, magazines and newspapers. All in all, the infrastructure is pretty satisfactory. ',pos
'Canteen is just about okay and serves average quality food. Prices are economical and non veg food item is a hot favourite among students. ',pos
'There are innumerable places for hangouts near the college. Fizzy, the most visited place by youngsters, serves some fruit drinks, sodas and Tibbs Frankie. Aashirwad, Dominos, Banjara, Kosmic Sea Lounge, Silver Coin, etc are the various food parlours, lounge and restaurants near to the college. McDonalds, Temptations and Naturals are the good past time and elegant hangouts. ',pos
'Well, the crowd at this college is pretty awesome. The legacy of St. Francis is followed from the school to undergrad and post grad. They say, ‘At Francis, once you make friends, they become like a small family’. Students are from other parts of the country are hardly seen in this college. Sex ratio is pretty much equal. Campus life isn’t stressful. Students are overloaded with assignments but they manage to enjoy life equally. ',pos
'Good for academics, second to only Bharati Vidyapeeth amongst pharmacy colleges in Navi Mumbai, NCRD Sterling Institute of Management has only big drawback - high fees coupled with heavy fines. ',pos
'NCRD Sterling Institute of Pharmacy (SIP) promises to place anyone who wants to take up a job and the college does its best to keep its word. While many of the graduates opt for higher studies, some have their family business to join. Only a handful remain and getting all of them placed is what the college boasts of almost achieving. ',pos
'Canteen good ',pos
'Half the students are villagers. Boys to girls ratio is 6:4. All in all, an average crowd. ',pos
'its not a very bad college...this year almost 140 students got placed in TCS...others in ATOS,LnT ....wit satisfactory package.... ',pos
'Geeks may like this college as their lookout is not enjoyment. However, being engineers we can survive anything, isn\'t it? A good bet for an average scorer in Navi Mumbai. ',pos
'The canteen at Terna Engineering College is very spacious with unhygienic yet edible food. A lot items on the menu, from Chinese to juices and milkshakes, everything is economical and fairly priced. There is this kind of royal (not so much) sofa arrangement which can seat an entire group and is preferred over the other table arrangements. The chocolate milk being the most expensive at Rs.20. Nice. ',pos
'The teaching staff at TSEC is good and well-qualified. They have proper knowledge about the subject. Teaching abilities, however, vary from professor to professor and depending on your luck, you may get excellent or average teachers. Lectures are communicated in English. All the teachers are extremely friendly and sharing an amazing rapoort witht the students. ',pos
'Thadomal Shahani Engineering College (TSEC) has a 50\% minority quota for sindhis, so the cream crowd is very much expected. Decent people from good families are expected here. As it is located in the heart of the city, there are students from Central, South, Northern suburbs and Navi Mumbai. General life as such is a very happy-go-lucky types. ',pos
'No, there are all kind of students...ranging from average, geeky to scholars.No, there is no cast discrimination! you will be comfortable with your classmates in college ',pos
'The annual intra collegiate event of Thadomal Shahani Engineering College (TSEC) is called Avalanche and is usually held in October. This is done primarily to provide an opportunity for the freshers in college to participate and get to know the college and their seniors better.Isaac (Technical Festival) and Trifles (Cultural Festival). ',pos
'Thadomal Shahani Engineering College (TSEC) is a renowned college; so placements are definitely good. All the good companies place students with decent salaries. TCS, Infosys, and Accenture are the major recruiters offering an average salary of Rs. 2.8-3 lac/year with highest salary even reaching a whopping Rs. 11.3 lac/year. In short, 100\% placements. ',pos
'Great college and package... seniors are really cool and helpful. All engaged in some or the other society. Though there is a password for WiFi which you\'ll have to obtain.. 6th and 8th floor provides free wifi ;) good teachers. Some do take lectures in AC seminar halls... great college. 2nd preference for chemical first being UDCT ',pos
'Thadomal Shahani Engineering College (TSEC) is located on the very famous Bandra Linking Road. It\'s a 10 minute walk from Bandra station (W.Rly. & Harbour Rly.). Hundreds of share rickshaws from the station drop you to the college. Most students prefer share rickshaws while some don\'t mind to walk upto the college.Accessibility to the college has never been an issue. ',pos
'Food is good and edible. So if you forget your dabba at home, sometimes it\'s a delight. Comparatively, a very big area and so doesn’t cause much suffocation, even during the peak hours of lunch time. ',pos
'Average faculty. Teachers take the pains to teach and students understand what they are taught as well. The teachers are very helpful. Somehow, the EXTC department students aren\'t very fond of the teachers and their teaching. They\'ve loads to complain about them. Fortunately, Computers and IT department students have lauding words for their professors. ',pos
'Canteen is best place to hang out with presence of eye popping chicks sweetie. ',pos
'Pizza Hut, CCD, Colassa (Hukkah Joint/Chinese Food), Monarch Restaurant, Jumbo King Vada Pav are all close to Thakur College of Engineering & Technology (TCET). Dominos, Nirvana and some excellent hangouts in Kandivali Lokhandwala are also very famous. Thakur Cinema and Kulraj Broadway is the place where you\'ll find most of the college. ',pos
'A mix breed of crowd - fun loving as well as nerds - students blend well though. Entertaining, decent and fun-to-have life. Majority are, however, not much interested in studies though the scene is changing since a few years. Being located in the western suburbs, students from locations like Navi Mumbai and Central/Harbour Mumbai aren\'t particularly keen about joining Thakur College is big numbers. ',pos
'Infosys, Tech Mahindra, Accenture and Syntel are the major recruiters at Thakur College of Engineering. Average salary must be around Rs. 2.5 lac/year. Placement records over the last few years have been close to 100\%. ',pos
'Location and infrastructure adds charm to Thakur College of Engineering and Technology (TCET). The faculty is good yet the students here aren’t so keen on studying. So, a mixed reaction for this college. ',pos
'Thakur College of Engineering and Technology (TCET) has excellent Infrastructure. One of the best in town. Huge campus. You can see the pictures of the college and read its own description about its infrastructure on its official website. And you might happen to spot celebrities if you stay after the college timings, as a lot of television ad film shootings take place in the campus, so you can now imagine how good the location and the infrastructure would be. ',pos
'college has a really good infra ',pos
'attendance is compulsory 75\% but you can get away with less than that.Just be nice to the profs and respect them in class, you wont have any problems as such. ',pos
'Excellent canteen. Very roomy but gets completely occupied as it is shared by students of all the faculties. Great food nevertheless. Students especially love the seating arrangement that has been done very thoughtfully and typical lounge style chairs have been provided. ',pos
'BMS and BMM faculty is really good with professors having good knowledge about their subjects. The faculty for B.COM is just about average with a few professors who have a mere 2-3 years of experience. Major communication is in English but a majority of teachers are found speaking in Hindi (the feel of Minority Quota) while a few use broken English. ',pos
'Apart from the crowd, the college campus, hangouts, and the canteen should drive the students to go for Thakur. This will be an ideal choice for any suburban student having an average (or above average) marks. Arguably Thakur is one of the best college on the Virar-Goregaon belt of the Western suburbs. ',pos
'This parameter is something to look for. The College building is pretty tall and the campus is extremely HUGE as almost all the courses-Science, Commerce, Arts, Diploma, Engineering, and MBA are offered. BSc-IT, BMS and Engineering students have an upper edge as they get air conditioned classrooms. The library is well equipped and books of all possible courses are easily available. There is Wi-fi connectivity in the college, unfortunately commerce students aren’t allowed to use it. ',pos
'Apart from the local hangouts inside and outside the college, the canteen is something to watch out for. There is one common canteen for all the students, so anytime you drop in; you find some one or the other. Good, delicious and hygienic food at a nominal price with a huge space gives a Thumbs Up to the Thakur Canteen! ',pos
'Within the campus there is Nescafe tea stall and a local sandwich guy, the two of which are the hot favourites of any Thakur student. CCD, Pizza Hut, Dominos and a few other expensive food parlours are one of the greatest hangouts nearby the college. For those who don’t want to spend a lot, there are few tapris outside the college. Also, one can cross the highway and have Tibbs Frankie in Thakur Complex. Movie lovers can enjoy the screening in multiplexes like Fame, Cinemax and Kulraj Broadway. ',pos
'Since there is Hindi Speaking Minority quota, undoubtedly you meet a lot of ‘brothers’ and UP-ites. Most the students are from nearby suburbs and the college gets a good amount of students from Mira Road every year. One of the girls quoted, ‘The BMM and BMS crowd is still tolerable but the Science and Commerce students are just ewwww. In short, we don’t have a happening crowd’. You can expect to meet a few students who are deeply into studies but still most of the crowd believes in extra curricular activities. ',pos
'Tarangan, the festival of Thakur College, is held in December. Another festival which is bigger and better than the previous one is Trishna which is held in January. ',pos
'Thakur College ensures conducting On-Campus Placements for BSc IT and BMS students. Companies like Zenta Technologies, IBM, Wipro India Ltd., ICICI Prudential, MBT, Infosys, Accenture, Mastek, Cognizant and Direct I have visited the college till date. ',pos
'The lecturers are quite experienced and have thorough knowledge related to their subject. There a few visiting faculties over the weekend and most of the students literally wait for those lectures. Few professors have a mere 3-4 years of industrial experience but majority of them have an amazing background. ',pos
'The infrastructure of TIMSR is excellent. A/C classrooms with projectors, single seater benches and the recreational centre make it even better. There is a 600 seater auditorium. The library is vast and has all the possible books pertaining to Finance, HR and Marketing. There is Wi-fi in the campus which makes exchanging emails and research work simpler. ',pos
'Almost all the students participate in all the possible events held in Thakur College. The crowd is pretty decent and give equal importance to studies and extra curricular activities. As the campus encompasses many other degree colleges of Thakur, the campus life is pretty awesome. MBA students can hardly bunk their lecturers, but whenever they do, they’re found in the recreational centres, Nescafe within the campus and the pan waala for obvious reasons. ',pos
'Majority of the teachers are freshers with only few Phd’s completing the teaching staff. Almost all the teachers communicate in Hindi. The good part for the students is that they are extremely co-operative. ',pos
'Travelling is the big problem here as there are only trains after 1 hr & that too is rushed. There is no local trains to boisar to add to the problems & there is no hostel facilities near to college the faculty is bad ',pos
'Various restaurants in Matunga and among favourites are Mani’s Idli, Sherry’s Rolls and Frankies (best and the cheapest), Garnish, Classic, Relax, etc. There’s Only Parathas and Madras Café for those who eat only in \'elite\' restaurants. CCD is also close by. ',pos
'Also crowd is much better than the other MU colleges. (maybe leaving aside DJ.Sanghvi)It has the best extra-curricular activites and its a dream college for the robotics and automation people. ',pos
'50\% crowd is awsome....great miands ',pos
'Festivals: Rocking! ',pos
'The best part about VJTI is the awesome fests it holds every year and the over-ENTHUsiastic crowd. These are the best held fests for enginneering colleges in Mumbai. ',pos
'and none can beat vjti in placement..among mumbai unversity ',pos
'excuse me IITB..it is quite obvious that IITB is much better than VJTI.comparison goes between colleges in MU and VJTI..but you must be very stupid to post a comment here despising VJTI and favouring IITBsuch comments wont help anyone to decide which college to choose on the basis on CET score (and not JEE score LOL) ',pos
'VJTI is a really good collegeage. I don\'t think teaching is a problem there. its true its not as it was few years ago, fir bhi you can easily survive 4 years here. and hostels are not that bad, you will really enjoy hostel life there ',pos
'Huge campus. Infra Old but has a heritage touch ',pos
'The campus of VJTI is huge, one might even get lost initially. Lots of open space, a cricket and a football field, tennis courts and basketball court are available for recreational activities. However the buildings being old, the classrooms and the labs are not places you’ll enjoy being in. “You’ll get baked to death in the heat during the summers”, says a second year Mechanical student. Many instruments in labs are old which often fail to function properly. You can access internet from computer labs whenever you wish. Wi-Fi connectivity has been promised but not been installed yet. ',pos
'Veermata Jijabai Technological Institute, popular as VJTI, is an esteemed autonomous government engineering institute located in central Mumbai. It is just a 5 minute drive or 12-15 minute walk from Dadar (W. Rly & C. Rly.), Matunga (C. Rly.), Wadala (Harbour Rly.) and King’s Circle (Harbour Rly.) stations. Number of BEST buses plying from all parts of Mumbai is also a good option to reach the college. ',pos
'Canteen: Normal. Edible food. Not an issue! ',pos
'The canteen has changed!! Its awesome now!! ',pos
'Some of the experienced teaching faculty that Vidyalankar Institute of Technology (VIT) had before. have left the college. The other old and senior teaching faculties are extremely good but there are a few freshers (passed out students), who are not up to the mark. Professors are co-operative. Because of the association with Vidyalankar classes the faculty is experienced in teaching and industry demands. Notes of Vidyalankar coaching classes are distributed to all students. ',pos
'you get good quality food and are cheap rates in the canteen. ',pos
'don\'t worry about hangout places,because you won\'t need any.. Cafeteria is best for tp with friends (Or anywhere within building,afterall its a MALL).New thing started last semester \'Coffee Day\' ',pos
'I oppose that crowd is average..college has good crowd..many of students cme from good location like Dadar,Bandra,Colaba...and many more..SO vit is changing.. ',pos
'Vidyalankar Institute of Technology (VIT) celebrates an inter-collegiate technical festival, FERVOR, an intra-collegiate cultural festival, VERVE, and an inter-collegiate sports festival are held in the college campus around February/March. The highlight of the sports festival is the S6 (Six a side - Six overs) cricket tournament in which more than 15 colleges participate. It also includes intra-collegiate competitions in volleyball, box-cricket, throwball, carrom, chess etc. ',pos
'Placements at Vidyalankar are quite decent, mainly because of the contacts the college administration has within the industry. Infosys and Patni pick the maximum students. Infosys has selected Vidyalankar as a partner for its Campus-Connect Program, wherein they train Pre-final year Vidyalankar students to make them industry ready.Average salaries range around Rs.3 lac p.a. to Rs. 3.5 lac p.a. for BTech students. ',pos
'Campus selection/placements are great every year. ',pos
'college is very great and its teaching staff is very helpfulOne of the best teachers were first the teachers of this college like Dubey Sir of Mechanics & Engineering. drwinPowar Sir of BEEVelenker Sir of CPAnkur Sir of EDCPhatak Sir of Mathsand a very supporting and students caring Principal....Seema Shah Mam ',pos
'the infrastructure is awesome .............only the bad thing is that it is surrouanded by slums but inside the campus its very good environment ... ',pos
'Attendance at Vidyalankar Institute of Technology (VIT) is not quite an issue. No extra assignments or any such action is taken against defaulters. However, some teachers who want to show that they should be given more importance might cause minor glitches by reducing the term work marks of defaulters. So, it would be wise to be cautious of such teachers. Most of the teaching & non-teaching staff are extremely friendly & helpful but there are a few exceptions, you need to attend those certain lectures. So, it would be wise to be cautious of such teachers. ',pos
'A canteen and a cafe both offer a wide range of food and beverages. Food is edible and moderately cheap. VITs campus has a striking eatery outlet - \'snack in d box\'. Food is reasonable in the canteen & in the café, starting from Rs. 20 to a maximum of Rs. 60, but \'snack in d box\' is comparatively costlier. ',pos
'The faculty are very experience and knowledgeable, so learning from them is a pleasure. Industry experts are invited to take lectures on various topics. The management of the college is very aggressive about faculties that do not perform, or can’t teach well, and are changed. The students handle a lot of things of the college, and with that encourage new and prompt ideas. Moreover, the director of the college was the ex-director of NMIMS, and he is pretty much popular among the students. Other faculty members also have been teachers at some of the prestigious Management institutes around. The faculties that live on-campus are freely approachable even after college hours, in case of academic doubts. The faculty gives students all the freedom to plan their sessions, and it works on a continuous feedback system. The faculty and the management always want to get better. But one thing very clear with the students & the faculty is that Discipline is very important. ',pos
'When it comes to placements, the students very confidently boast about the 100\% placements the college achieves, year-on-year. Companies which are into varied businesses come to recruit students. The list includes, Naukri.com, L&T Infotech in the IT Sector, Future Group: hires students for their operations wing, United Breweries, banks like Kotak Mahindra, RBI, also visit the campus. So it’s a very healthy scene here with regards to placements. The most important part now: the packages, well, the average salary is around 4-5Lakh Rupees per annum, and the highest a student offered here was Rs.9 Lakh a year. ',pos
'The college has achieved a lot in leaps and bounce. Upthate in review needed. ',pos
'The faculty at Watumull is a mixture. Some are good and experienced while there are a few who are ordinary too. The computers faculty is nice, but it is a bit strict. The biomedical faculty is like a school faculty. The faculty of the instrumentation branch is Ok. One faculty worth mentioning is of the EXTC branch. The EXTC has very good professors. ',pos
'Worli Seaface, Mafco, Atria mall and various other restaurants around. “Mela” serves good food but is a bit expensive. Spices and Flavours is another good option. Phoenix mills is a fantastic option, but it is a little far. There is great roll/frankly point right outside the main gate, which is very famous, you might want to try that out too. ',pos
'The crowd rocks. It is quite nice. Everyone is down to earth and quite co-operative and fun-loving. Well, there are a few exceptions, but those are obviously there everywhere. If you are lucky enough you will get good company. There are some groups who come from the same junior college, so getting into those could be difficult. Overall, you will have four pretty pleasant years. Also, the college has plenty of special days every now and then. Traditional, rose, chocolate, stripes, and many more. Life is enjoyable. ',pos
'instrumentation crowd is awesome...lif wid them is enjoyable...otherwise some crowd of computer and bio are like school crowd...cryin babies...however ther are exceptions....you mit find some crowd kanjus also and mannerless....so its really hard to get a good company here. ',pos
'There is 90\% placement this year, Companies like Patni, Infosys, JP morgan, Accenture, CapeGemini, Sudherland, Blue star(biomedical core), Sanrad international(biomedical), Tech Mahiandra,GE IT, LandT, LandT IES, Cactus communication, CMC etc have recruited students from watumull this year, and it seems progressing in coming future.and as of every year, this year also watumull has university rankers from biomedical department. ',pos
'very good atmospheregood crowd ',pos
'along with that the teaching staff is quite experienced and then passing rate is also good compared to others...It has been a very satisfying experience ',pos
'Watumull Institute of Electronic Engineering and Computer Technology functions from a single eight-storey building, which underwent renovation sometime back and plans are afoot to add another two floors to the building for additional laboratories and other facilities. The college has no open grounds. However, it does have other sporting facilities for playing table tennis, football, cricket, chess and carrom. ',pos
'The location of this college also rocks. ',pos
'The canteen at Watumull is very nice. The food is very tasty and cheap too. The canteen is not very spacious, so as to accommodate all the students during the lunch break, but students somehow manage. The canteen is a good place for people who like to dig into chinese food.A special mention : Triple schezwan rice made by Shiva!! ',pos
'There are many Christians because of the Christian quota at Xavier Engineering College. Overall the crowd is good and you won’t realize where time went by. Four years of engineering can be easily dealt with. ',pos
'The cultural festival of Xavier Institute of Engineering is “Spandan” and the technical festival is “Transmission”. They are usually held in February in alternate years. So, effectively only one festival to have fun every year. SIGH! ',pos
'60\% of the students get placed. Tech Mahindra takes maximum students. Patni, Infosys, Accenture and Quinox are the other major companies. The placements and salaries offered are just about average. It is said that Panasonic recruited a student from EXTC and offered 12 lakh p.a.. Hope it\'s true. ',pos
'Placement is OK compared to quality of teaching ',pos
'few horrible teachers ',pos
'The canteen is small and there is too less variety of food to offer. XAVIER’s MANAGEMENT, if you ever happen to read this, please do something about it. The prices are economical though. ',pos
'Xavier\'s Institute of Management & Research (XIMR) is part of renowned St. Xavier\'s College campus situated between Metro Big Cinemas and the BMC building near CST. It\'s about 7 minutes walking distance from the Central and Harbour Railway Terminus and is also pretty much accessible by numerous buses plying all across the city. ',pos
'Faculty is great for the marketing department. Other departments too have respectable faculty – certainly not bad, but not fantastic either. Visiting faculties that teach some specific subjects and the heads of various departments are awesome. ',pos
'Students come from various parts of Mumbai but those from Navi Mumbai are certainly in more numbers. The overall crowd and campus environment appears a little gloomy with more concentration on academic life than on co-curricular and extra-curricular activities. ',pos
'Nice College',pos
'bad college',neg
'bad college',neg
'not bad college',pos
'not bad college',pos
'college is not bad',pos
'not bad college',pos
'Unskilled faculty',neg
'bad college',neg
'bad college',neg
'bad college',neg
'bad college',neg
'Bad College',neg
'not bad',pos
'college is not bad',pos
'not bad college',pos
'not bad',pos
'not bad college',pos
'College is not bad',pos
'Bad college',neg
'bad college',neg
'bad college',neg
'Bad college',neg
'not bad college',pos
'bad college',neg
'good to see decent crowd in this college',pos
'infrastructure is good, but rest all the things are poor in this college',neg
'Canteen food is below average',neg
'below average college',neg
